ID,x,y,z,nx,ny,nz,s
109,0.049397509,-0.491845075,0.120884338,0.192509,-0.740055,0.644405,0.000903113
110,-0.089202053,-0.490541243,0.106973965,-0.310353,-0.759882,0.571192,0.000566467
111,0.089202053,-0.490541243,-0.106973965,0.310353,-0.759882,-0.571192,0.000566467
112,-0.133574259,-0.489947197,-0.073521468,-0.44867,-0.793579,-0.411008,0.000935475
113,0.133574259,-0.489947197,0.073521468,0.44867,-0.793579,0.411008,0.000935475
114,-0.16522761,-0.487209623,-0.03121378,-0.544258,-0.82212,-0.167037,0.000956378
115,0.16522761,-0.487209623,0.03121378,0.544258,-0.82212,0.167037,0.000956378
116,-0.076750223,-0.486826976,0.117750772,-0.260733,-0.749155,0.608921,0.000564344
117,0.076750223,-0.486826976,-0.117750772,0.260733,-0.749155,-0.608921,0.000564344
118,-0.09788895,-0.48581131,-0.107587852,-0.321836,-0.770261,-0.550564,0.000920362
119,0.09788895,-0.48581131,0.107587852,0.321836,-0.770261,0.550564,0.000920362
120,-0.160159908,-0.483908708,0.053432184,-0.507557,-0.806058,0.304395,0.000667726
121,0.160159908,-0.483908708,-0.053432184,0.507557,-0.806058,-0.304395,0.000667726
122,-0.020511848,-0.48353551,0.136511423,-0.0639888,-0.739507,0.670101,0.000501891
123,0.020511848,-0.48353551,-0.136511423,0.0639888,-0.739507,-0.670101,0.000501891
124,-0.146415348,-0.483039487,0.073303926,-0.473879,-0.759671,0.445353,0.000648166
125,0.146415348,-0.483039487,-0.073303926,0.473879,-0.759671,-0.445353,0.000648166
126,-0.155986229,-0.482564722,-0.061388156,-0.502559,-0.767577,-0.39782,0.000959528
127,0.155986229,-0.482564722,0.061388156,0.502559,-0.767577,0.39782,0.000959528
128,-0.121499643,-0.480665663,-0.099304387,-0.390916,-0.746574,-0.538341,0.000916467
129,0.121499643,-0.480665663,0.099304387,0.390916,-0.746574,0.538341,0.000916467
130,-0.119730494,-0.479877931,0.102594909,-0.383217,-0.755086,0.531968,0.000536501
