xp,yp,gpz,vor,up,vp,sp,active,chi
0.83,-0.71,0.00160855,4.02138,0.850261,-0.113842,0.02,1,0
0.77,-0.69,0.00155774,3.89436,0.745958,-0.13072,0.02,1,0
0.79,-0.69,0.00150509,3.76273,0.756171,-0.129424,0.02,1,0
0.81,-0.69,0.00145727,3.64318,0.767087,-0.127201,0.02,1,0
0.83,-0.69,0.00141465,3.53662,0.778521,-0.124024,0.02,1,0
0.77,-0.67,0.00130706,3.26765,0.674736,-0.142355,0.02,1,0
0.79,-0.67,0.00125692,3.14231,0.688531,-0.141744,0.02,1,0
0.81,-0.67,0.00121417,3.03541,0.702756,-0.139996,0.02,1,0
0.83,-0.67,0.00117865,2.94663,0.717198,-0.1371,0.02,1,0
0.77,-0.65,0.00103234,2.58085,0.615997,-0.157694,0.02,1,0
0.79,-0.65,0.000995445,2.48861,0.633214,-0.157444,0.02,1,0
0.81,-0.65,0.000967424,2.41856,0.650467,-0.155825,0.02,1,0
0.83,-0.65,0.000947482,2.3687,0.667541,-0.152855,0.02,1,0
0.69,0.33,-0.00101215,-2.53039,-0.0120242,0.415824,0.02,1,0
0.71,0.33,-0.00110156,-2.75391,-0.0144182,0.404694,0.02,1,0
0.73,0.33,-0.00118175,-2.95438,-0.0174035,0.392077,0.02,1,0
0.75,0.33,-0.00125483,-3.13708,-0.0208327,0.378225,0.02,1,0
0.69,0.35,-0.00100449,-2.51123,0.0284888,0.416404,0.02,1,0
0.71,0.35,-0.00109783,-2.74459,0.0289268,0.406037,0.02,1,0
0.73,0.35,-0.00118083,-2.95207,0.0286107,0.394009,0.02,1,0
0.75,0.35,-0.00125597,-3.13992,0.0276974,0.380614,0.02,1,0
0.69,0.37,-0.00098432,-2.4608,0.0692557,0.414062,0.02,1,0
0.71,0.37,-0.00108221,-2.70552,0.0725344,0.404631,0.02,1,0
0.73,0.37,-0.00116858,-2.92145,0.0748873,0.393353,0.02,1,0
0.75,0.37,-0.00124621,-3.11552,0.0764835,0.380566,0.02,1,0
0.69,0.39,-0.000950092,-2.37523,0.109795,0.408775,0.02,1,0
0.71,0.39,-0.00105312,-2.63281,0.115943,0.400461,0.02,1,0
0.73,0.39,-0.00114355,-2.85886,0.120983,0.390106,0.02,1,0
0.75,0.39,-0.00122425,-3.06061,0.125097,0.378084,0.02,1,0
0.61,0.41,-0.000271312,-0.67828,0.0962976,0.392119,0.02,1,0
0.63,0.41,-0.000461226,-1.15306,0.112445,0.401493,0.02,1,0
0.65,0.41,-0.000629216,-1.57304,0.126659,0.405337,0.02,1,0
0.67,0.41,-0.000774783,-1.93696,0.138973,0.404697,0.02,1,0
0.61,0.43,-0.000203559,-0.508897,0.12147,0.37337,0.02,1,0
0.63,0.43,-0.000386833,-0.967082,0.140981,0.384603,0.02,1,0
0.65,0.43,-0.000554066,-1.38517,0.158566,0.390418,0.02,1,0
0.67,0.43,-0.000702723,-1.75681,0.174173,0.391671,0.02,1,0
0.61,0.45,-0.000130814,-0.327035,0.144816,0.351384,0.02,1,0
0.63,0.45,-0.000303162,-0.757905,0.167527,0.364386,0.02,1,0
0.65,0.45,-0.000465866,-1.16467,0.188393,0.372176,0.02,1,0
0.67,0.45,-0.000614758,-1.53689,0.207262,0.375413,0.02,1,0
0.61,0.47,-6.00611e-05,-0.150153,0.16608,0.326433,0.02,1,0
0.63,0.47,-0.000215915,-0.539788,0.191682,0.341028,0.02,1,0
0.65,0.47,-0.000368929,-0.922322,0.215613,0.350721,0.02,1,0
0.67,0.47,-0.000513748,-1.28437,0.237618,0.355964,0.02,1,0
0.69,-0.63,0.000953675,2.38419,0.491169,-0.161764,0.02,1,0
0.71,-0.63,0.000893096,2.23274,0.510067,-0.167706,0.02,1,0
0.73,-0.63,0.000845158,2.1129,0.529749,-0.172183,0.02,1,0
0.75,-0.63,0.00080935,2.02338,0.54985,-0.175096,0.02,1,0
0.69,-0.61,0.000661052,1.65263,0.443623,-0.18232,0.02,1,0
0.71,-0.61,0.00062812,1.5703,0.466462,-0.188978,0.02,1,0
0.73,-0.61,0.000609223,1.52306,0.48953,-0.193778,0.02,1,0
0.75,-0.61,0.000602679,1.5067,0.512457,-0.196666,0.02,1,0
0.69,-0.59,0.000441662,1.10415,0.408236,-0.206568,0.02,1,0
0.71,-0.59,0.000444593,1.11148,0.433855,-0.213347,0.02,1,0
0.73,-0.59,0.000460337,1.15084,0.459086,-0.21788,0.02,1,0
0.75,-0.59,0.000486259,1.21565,0.483603,-0.220185,0.02,1,0
0.69,-0.57,0.000318024,0.79506,0.381417,-0.233214,0.02,1,0
0.71,-0.57,0.00035831,0.895776,0.408396,-0.239483,0.02,1,0
0.73,-0.57,0.000407821,1.01955,0.434406,-0.243172,0.02,1,0
0.75,-0.57,0.000463471,1.15868,0.459201,-0.244386,0.02,1,0
0.69,0.41,-0.000900171,-2.25043,0.149553,0.400501,0.02,1,0
0.71,0.41,-0.00100875,-2.52187,0.158616,0.393496,0.02,1,0
0.73,0.41,-0.00110387,-2.75968,0.166381,0.384243,0.02,1,0
0.75,0.41,-0.00118832,-2.97081,0.173039,0.373155,0.02,1,0
0.69,0.43,-0.000833123,-2.08281,0.187903,0.389189,0.02,1,0
0.71,0.43,-0.000947195,-2.36799,0.199936,0.383684,0.02,1,0
0.73,0.43,-0.00104744,-2.61861,0.210478,0.375725,0.02,1,0
0.75,0.43,-0.00113628,-2.8407,0.219725,0.365749,0.02,1,0
0.69,0.45,-0.000748366,-1.87092,0.224157,0.374794,0.02,1,0
0.71,0.45,-0.000867087,-2.16772,0.239204,0.370971,0.02,1,0
0.73,0.45,-0.000972331,-2.43083,0.252579,0.364497,0.02,1,0
0.75,0.45,-0.00106587,-2.66467,0.264469,0.35582,0.02,1,0
0.69,0.47,-0.000647359,-1.6184,0.257622,0.357309,0.02,1,0
0.71,0.47,-0.000768638,-1.9216,0.27568,0.355319,0.02,1,0
0.73,0.47,-0.000877748,-2.19437,0.291919,0.350507,0.02,1,0
0.75,0.47,-0.000975574,-2.43894,0.306501,0.343314,0.02,1,0
0.77,-0.63,0.000784745,1.96186,0.570043,-0.176393,0.02,1,0
0.79,-0.63,0.000770146,1.92536,0.590044,-0.176068,0.02,1,0
0.81,-0.63,0.00076421,1.91052,0.60962,-0.174148,0.02,1,0
0.83,-0.63,0.000765556,1.91389,0.628583,-0.170692,0.02,1,0
0.77,-0.61,0.000606598,1.5165,0.534936,-0.197644,0.02,1,0
0.79,-0.61,0.000619041,1.5476,0.556722,-0.19676,0.02,1,0
0.81,-0.61,0.000638149,1.59537,0.57763,-0.194095,0.02,1,0
0.83,-0.61,0.000662221,1.65555,0.597526,-0.189755,0.02,1,0
0.77,-0.59,0.00051983,1.29957,0.507156,-0.220335,0.02,1,0
0.79,-0.59,0.000558759,1.3969,0.529573,-0.218443,0.02,1,0
0.81,-0.59,0.000601067,1.50267,0.550737,-0.214646,0.02,1,0
0.83,-0.59,0.000645106,1.61276,0.570586,-0.209097,0.02,1,0
0.77,-0.57,0.000522615,1.30654,0.482621,-0.243279,0.02,1,0
0.79,-0.57,0.000583097,1.45774,0.504578,-0.240028,0.02,1,0
0.81,-0.57,0.000643233,1.60808,0.525036,-0.234824,0.02,1,0
0.83,-0.57,0.000701755,1.75439,0.544001,-0.227857,0.02,1,0
0.77,0.41,-0.00126416,-3.1604,0.178751,0.360533,0.02,1,0
0.79,0.41,-0.00133278,-3.33196,0.183647,0.34661,0.02,1,0
0.81,0.41,-0.00139512,-3.4878,0.187837,0.33157,0.02,1,0
0.83,0.41,-0.00145178,-3.62946,0.191415,0.315572,0.02,1,0
0.77,0.43,-0.00121571,-3.03927,0.227848,0.354089,0.02,1,0
0.79,0.43,-0.00128724,-3.21809,0.234992,0.341001,0.02,1,0
0.81,0.43,-0.00135195,-3.37988,0.241279,0.32669,0.02,1,0
0.83,0.43,-0.00141061,-3.52654,0.246813,0.311328,0.02,1,0
0.77,0.45,-0.00114941,-2.87352,0.275052,0.345296,0.02,1,0
0.79,0.45,-0.00122441,-3.06102,0.284482,0.333205,0.02,1,0
0.81,0.45,-0.00129202,-3.23004,0.292894,0.319774,0.02,1,0
0.83,0.45,-0.00135309,-3.38271,0.300403,0.305189,0.02,1,0
0.77,0.47,-0.00106329,-2.65822,0.319595,0.334108,0.02,1,0
0.79,0.47,-0.00114207,-2.85518,0.331359,0.323185,0.02,1,0
0.81,0.47,-0.00121297,-3.03244,0.341935,0.310793,0.02,1,0
0.83,0.47,-0.00127687,-3.19216,0.351451,0.297134,0.02,1,0
0.85,-0.63,0.000772846,1.93211,0.646788,-0.16578,0.02,1,0
0.87,-0.63,0.000784836,1.96209,0.664131,-0.159506,0.02,1,0
0.89,-0.63,0.000800414,2.00103,0.680532,-0.151975,0.02,1,0
0.91,-0.63,0.000818612,2.04653,0.695951,-0.143296,0.02,1,0
0.85,-0.61,0.000689763,1.72441,0.616321,-0.183859,0.02,1,0
0.87,-0.61,0.000719504,1.79876,0.633962,-0.176539,0.02,1,0
0.89,-0.61,0.000750392,1.87598,0.650424,-0.167926,0.02,1,0
0.91,-0.61,0.000781581,1.95395,0.665705,-0.158153,0.02,1,0
0.85,-0.59,0.000689548,1.72387,0.589094,-0.201953,0.02,1,0
0.87,-0.59,0.000733357,1.83339,0.606261,-0.193372,0.02,1,0
0.89,-0.59,0.000775749,1.93937,0.622113,-0.183509,0.02,1,0
0.91,-0.59,0.000816152,2.04038,0.636686,-0.172511,0.02,1,0
0.85,-0.57,0.000757751,1.89438,0.561505,-0.219312,0.02,1,0
0.87,-0.57,0.000810589,2.02647,0.577598,-0.209366,0.02,1,0
0.89,-0.57,0.000859857,2.14964,0.592342,-0.198186,0.02,1,0
0.91,-0.57,0.000905309,2.26327,0.605802,-0.185929,0.02,1,0
1.09,-0.63,0.00100719,2.51798,0.791569,-0.0317523,0.02,1,0
1.11,-0.63,0.00102623,2.56558,0.798103,-0.0174653,0.02,1,0
1.13,-0.63,0.00104472,2.6118,0.80403,-0.00310313,0.02,1,0
1.15,-0.63,0.00106272,2.65681,0.809423,0.0112721,0.02,1,0
1.09,-0.61,0.00101038,2.52594,0.755712,-0.0381955,0.02,1,0
1.11,-0.61,0.00102824,2.5706,0.761397,-0.0232533,0.02,1,0
1.13,-0.61,0.00104491,2.61227,0.766452,-0.00830633,0.02,1,0
1.15,-0.61,0.00106058,2.65144,0.770949,0.00658074,0.02,1,0
1.09,-0.59,0.00106002,2.65005,0.719233,-0.0438056,0.02,1,0
1.11,-0.59,0.00107473,2.68683,0.724107,-0.0281989,0.02,1,0
1.13,-0.59,0.00108767,2.71916,0.728356,-0.0126569,0.02,1,0
1.15,-0.59,0.0010991,2.74775,0.732048,0.00275321,0.02,1,0
1.09,-0.57,0.0011449,2.86224,0.68008,-0.0486485,0.02,1,0
1.11,-0.57,0.00115554,2.88884,0.684259,-0.0323968,0.02,1,0
1.13,-0.57,0.00116389,2.90973,0.687842,-0.0162741,0.02,1,0
1.15,-0.57,0.00117028,2.9257,0.69089,-0.00035002,0.02,1,0
-0.98,-0.46,0,0,0.766457,-0.195377,0.04,0,0
-0.94,-0.46,0,0,0.7592,-0.212323,0.04,0,0
-0.9,-0.46,0,0,0.752161,-0.231166,0.04,0,0
-0.86,-0.46,0,0,0.745522,-0.25214,0.04,0,0
-0.98,-0.42,0,0,0.750383,-0.187198,0.04,0,0
-0.94,-0.42,0,0,0.741274,-0.204176,0.04,0,0
-0.9,-0.42,0,0,0.732139,-0.223195,0.04,0,0
-0.86,-0.42,0,0,0.723132,-0.244538,0.04,0,0
-0.98,-0.38,0,0,0.734447,-0.177232,0.04,0,0
-0.94,-0.38,0,0,0.723379,-0.193995,0.04,0,0
-0.9,-0.38,0,0,0.712001,-0.212907,0.04,0,0
-0.86,-0.38,0,0,0.700419,-0.234298,0.04,0,0
-0.98,-0.34,0,0,0.718896,-0.165408,0.04,0,0
-0.94,-0.34,0,0,0.705803,-0.181673,0.04,0,0
-0.9,-0.34,0,0,0.692074,-0.200148,0.04,0,0
-0.86,-0.34,0,0,0.67776,-0.221204,0.04,0,0
0.85,0.41,-0.00150319,-3.75798,0.194465,0.298756,0.02,1,0
0.87,0.41,-0.00154966,-3.87414,0.197064,0.281248,0.02,1,0
0.89,0.41,-0.00159143,-3.97858,0.199283,0.263165,0.02,1,0
0.91,0.41,-0.00162873,-4.07183,0.201191,0.244614,0.02,1,0
0.85,0.43,-0.00146375,-3.65939,0.251685,0.295065,0.02,1,0
0.87,0.43,-0.00151176,-3.7794,0.255979,0.278034,0.02,1,0
0.89,0.43,-0.00155493,-3.88731,0.259769,0.260358,0.02,1,0
0.91,0.43,-0.00159349,-3.98372,0.263125,0.242147,0.02,1,0
0.85,0.45,-0.00140826,-3.52064,0.307111,0.289613,0.02,1,0
0.87,0.45,-0.001458,-3.645,0.313106,0.273187,0.02,1,0
0.89,0.45,-0.00150267,-3.75667,0.318469,0.256041,0.02,1,0
0.91,0.45,-0.00154254,-3.85634,0.323273,0.238292,0.02,1,0
0.85,0.47,-0.00133443,-3.33607,0.360015,0.282385,0.02,1,0
0.87,0.47,-0.0013862,-3.4655,0.367725,0.266699,0.02,1,0
0.89,0.47,-0.00143259,-3.58147,0.374669,0.250212,0.02,1,0
0.91,0.47,-0.00147391,-3.68478,0.380923,0.233051,0.02,1,0
-1.3,-0.46,0,0,0.821778,-0.107182,0.04,0,0
-1.26,-0.46,0,0,0.815532,-0.114848,0.04,0,0
-1.22,-0.46,0,0,0.809053,-0.123261,0.04,0,0
-1.18,-0.46,0,0,0.802352,-0.13251,0.04,0,0
-1.3,-0.42,0,0,0.814589,-0.10072,0.04,0,0
-1.26,-0.42,0,0,0.807637,-0.108111,0.04,0,0
-1.22,-0.42,0,0,0.800366,-0.11625,0.04,0,0
-1.18,-0.42,0,0,0.792774,-0.125231,0.04,0,0
-1.3,-0.38,0,0,0.807712,-0.0935949,0.04,0,0
-1.26,-0.38,0,0,0.800061,-0.100629,0.04,0,0
-1.22,-0.38,0,0,0.792001,-0.108399,0.04,0,0
-1.18,-0.38,0,0,0.783516,-0.117003,0.04,0,0
-1.3,-0.34,0,0,0.801225,-0.0858205,0.04,0,0
-1.26,-0.34,0,0,0.792893,-0.0924123,0.04,0,0
-1.22,-0.34,0,0,0.784062,-0.099716,0.04,0,0
-1.18,-0.34,0,0,0.774698,-0.107831,0.04,0,0
0.93,-0.63,0.000838612,2.09653,0.710363,-0.133584,0.02,1,0
0.95,-0.63,0.000859741,2.14935,0.723766,-0.122953,0.02,1,0
0.97,-0.63,0.000881456,2.20364,0.736171,-0.111514,0.02,1,0
0.99,-0.63,0.000903338,2.25835,0.747601,-0.0993777,0.02,1,0
0.93,-0.61,0.000812411,2.03103,0.679821,-0.147351,0.02,1,0
0.95,-0.61,0.000842382,2.10596,0.6928,-0.13565,0.02,1,0
0.97,-0.61,0.000871133,2.17783,0.70468,-0.123172,0.02,1,0
0.99,-0.61,0.000898419,2.24605,0.715505,-0.110035,0.02,1,0
0.93,-0.59,0.000854164,2.13541,0.650027,-0.160523,0.02,1,0
0.95,-0.59,0.000889527,2.22382,0.662188,-0.14768,0.02,1,0
0.97,-0.59,0.000922093,2.30523,0.673227,-0.13411,0.02,1,0
0.99,-0.59,0.000951804,2.37951,0.683201,-0.119935,0.02,1,0
0.93,-0.57,0.000946824,2.36706,0.618047,-0.172741,0.02,1,0
0.95,-0.57,0.00098437,2.46093,0.629145,-0.15876,0.02,1,0
0.97,-0.57,0.00101799,2.54497,0.639163,-0.144115,0.02,1,0
0.99,-0.57,0.00104777,2.61942,0.648164,-0.128927,0.02,1,0
1.17,-0.63,0.00108033,2.70081,0.814352,0.0256063,0.02,1,0
1.19,-0.63,0.00109761,2.74403,0.818902,0.039848,0.02,1,0
1.21,-0.63,0.00111466,2.78666,0.823132,0.0539672,0.02,1,0
1.23,-0.63,0.00113155,2.82888,0.827127,0.0679335,0.02,1,0
1.17,-0.61,0.00107544,2.68859,0.774963,0.0213516,0.02,1,0
1.19,-0.61,0.0010897,2.72424,0.778574,0.0359543,0.02,1,0
1.21,-0.61,0.00110354,2.75886,0.781851,0.0503553,0.02,1,0
1.23,-0.61,0.00111716,2.79291,0.784878,0.0645245,0.02,1,0
1.17,-0.59,0.00110931,2.77328,0.735255,0.0179727,0.02,1,0
1.19,-0.59,0.0011186,2.79651,0.738049,0.0329495,0.02,1,0
1.21,-0.59,0.00112725,2.81814,0.740504,0.0476455,0.02,1,0
1.23,-0.59,0.00113555,2.83886,0.742699,0.0620301,0.02,1,0
1.17,-0.57,0.00117504,2.9376,0.693467,0.0153143,0.02,1,0
1.19,-0.57,0.00117851,2.94628,0.695641,0.030666,0.02,1,0
1.21,-0.57,0.00118105,2.95263,0.697479,0.0456622,0.02,1,0
1.23,-0.57,0.00118301,2.95754,0.699054,0.0602709,0.02,1,0
-0.82,-0.46,0,0,0.739519,-0.275498,0.04,0,0
-0.78,-0.46,-5.22426e-08,-3.26517e-05,0.734463,-0.301514,0.04,1,0
-0.74,-0.46,9.6799e-08,6.04994e-05,0.73076,-0.330467,0.04,1,0
-0.7,-0.46,6.15384e-07,0.000384615,0.72893,-0.36263,0.04,1,0
-0.82,-0.42,-3.25468e-08,-2.03417e-05,0.714459,-0.268524,0.04,1,0
-0.78,-0.42,0,0,0.706407,-0.295513,0.04,0,0
-0.74,-0.42,4.28751e-07,0.000267969,0.699361,-0.325892,0.04,1,0
-0.7,-0.42,1.39149e-06,0.000869681,0.693837,-0.360073,0.04,1,0
-0.82,-0.38,0,0,0.688795,-0.258554,0.04,0,0
-0.78,-0.38,1.52944e-07,9.55902e-05,0.677364,-0.28612,0.04,1,0
-0.74,-0.38,8.37041e-07,0.000523151,0.66646,-0.3175,0.04,1,0
-0.7,-0.38,2.24375e-06,0.00140234,0.656559,-0.353257,0.04,1,0
-0.82,-0.34,5.46511e-08,3.4157e-05,0.662954,-0.245284,0.04,1,0
-0.78,-0.34,3.10814e-07,0.000194259,0.647812,-0.272915,0.04,1,0
-0.74,-0.34,1.03886e-06,0.000649285,0.632583,-0.304714,0.04,1,0
-0.7,-0.34,2.3652e-06,0.00147825,0.617653,-0.341408,0.04,1,0
0.69,-0.55,0.000288525,0.721313,0.359065,-0.260795,0.02,1,0
0.71,-0.55,0.000361564,0.903909,0.385993,-0.265983,0.02,1,0
0.73,-0.55,0.000438784,1.09696,0.411488,-0.268344,0.02,1,0
0.75,-0.55,0.000517255,1.29314,0.435405,-0.26808,0.02,1,0
0.69,-0.53,0.000333233,0.833082,0.337532,-0.287937,0.02,1,0
0.71,-0.53,0.000430732,1.07683,0.363224,-0.291602,0.02,1,0
0.73,-0.53,0.000527039,1.3176,0.387176,-0.292302,0.02,1,0
0.75,-0.53,0.000619889,1.54972,0.409345,-0.290325,0.02,1,0
0.69,-0.51,0.000424304,1.06076,0.31422,-0.313533,0.02,1,0
0.71,-0.51,0.000537076,1.34269,0.337817,-0.315396,0.02,1,0
0.73,-0.51,0.000643858,1.60964,0.359525,-0.314258,0.02,1,0
0.75,-0.51,0.000743373,1.85843,0.379392,-0.310481,0.02,1,0
0.69,-0.49,0.000535478,1.33869,0.287722,-0.336812,0.02,1,0
0.71,-0.49,0.000655485,1.63871,0.308688,-0.336748,0.02,1,0
0.73,-0.49,0.00076579,1.91448,0.327751,-0.333737,0.02,1,0
0.75,-0.49,0.000866225,2.16556,0.345027,-0.328194,0.02,1,0
0.61,0.49,-3.36881e-06,-0.00842202,0.185389,0.298983,0.02,1,0
0.63,0.49,-0.000135717,-0.339293,0.213356,0.314888,0.02,1,0
0.65,0.49,-0.00027224,-0.680599,0.239945,0.326304,0.02,1,0
0.67,0.49,-0.000406897,-1.01724,0.264795,0.333481,0.02,1,0
0.61,0.51,2.11322e-05,0.0528306,0.203507,0.269759,0.02,1,0
0.63,0.51,-7.95885e-05,-0.198971,0.233027,0.286565,0.02,1,0
0.65,0.51,-0.000191299,-0.478247,0.261603,0.299394,0.02,1,0
0.67,0.51,-0.000307851,-0.769628,0.288766,0.308307,0.02,1,0
0.61,0.53,-9.37939e-06,-0.0234485,0.222096,0.239798,0.02,1,0
0.63,0.53,-7.04983e-05,-0.176246,0.252037,0.256962,0.02,1,0
0.65,0.53,-0.000148484,-0.37121,0.281604,0.270746,0.02,1,0
0.67,0.53,-0.00023775,-0.594376,0.310238,0.281047,0.02,1,0
0.61,0.55,-0.000117297,-0.293242,0.243835,0.210432,0.02,1,0
0.63,0.55,-0.000133277,-0.333193,0.272781,0.227302,0.02,1,0
0.65,0.55,-0.000170049,-0.425123,0.302027,0.241448,0.02,1,0
0.67,0.55,-0.000223291,-0.558228,0.330953,0.252636,0.02,1,0
0.69,0.49,-0.000535478,-1.33869,0.287722,0.336812,0.02,1,0
0.71,0.49,-0.000655485,-1.63871,0.308688,0.336748,0.02,1,0
0.73,0.49,-0.00076579,-1.91448,0.327751,0.333737,0.02,1,0
0.75,0.49,-0.000866225,-2.16556,0.345027,0.328194,0.02,1,0
0.69,0.51,-0.000424304,-1.06076,0.31422,0.313533,0.02,1,0
0.71,0.51,-0.000537076,-1.34269,0.337817,0.315396,0.02,1,0
0.73,0.51,-0.000643858,-1.60964,0.359525,0.314258,0.02,1,0
0.75,0.51,-0.000743373,-1.85843,0.379392,0.310481,0.02,1,0
0.69,0.53,-0.000333233,-0.833082,0.337532,0.287937,0.02,1,0
0.71,0.53,-0.000430732,-1.07683,0.363224,0.291602,0.02,1,0
0.73,0.53,-0.000527039,-1.3176,0.387176,0.292302,0.02,1,0
0.75,0.53,-0.000619889,-1.54972,0.409345,0.290325,0.02,1,0
0.69,0.55,-0.000288525,-0.721313,0.359065,0.260795,0.02,1,0
0.71,0.55,-0.000361564,-0.903909,0.385993,0.265983,0.02,1,0
0.73,0.55,-0.000438784,-1.09696,0.411488,0.268344,0.02,1,0
0.75,0.55,-0.000517255,-1.29314,0.435405,0.26808,0.02,1,0
0.77,-0.55,0.000594739,1.48685,0.457681,-0.265419,0.02,1,0
0.79,-0.55,0.000669624,1.67406,0.478311,-0.260597,0.02,1,0
0.81,-0.55,0.000740816,1.85204,0.497333,-0.253841,0.02,1,0
0.83,-0.55,0.000807622,2.01906,0.51481,-0.24537,0.02,1,0
0.77,-0.53,0.000707824,1.76956,0.429756,-0.285962,0.02,1,0
0.79,-0.53,0.000790008,1.97502,0.448477,-0.27949,0.02,1,0
0.81,-0.53,0.000866051,2.16513,0.465601,-0.271163,0.02,1,0
0.83,-0.53,0.000935861,2.33965,0.48123,-0.261212,0.02,1,0
0.77,-0.51,0.000835106,2.08776,0.397512,-0.3044,0.02,1,0
0.79,-0.51,0.000919034,2.29759,0.414003,-0.296316,0.02,1,0
0.81,-0.51,0.000995424,2.48856,0.428994,-0.286493,0.02,1,0
0.83,-0.51,0.00106468,2.66169,0.442609,-0.275159,0.02,1,0
0.77,-0.49,0.000957194,2.39299,0.360658,-0.320478,0.02,1,0
0.79,-0.49,0.00103938,2.59844,0.374793,-0.310897,0.02,1,0
0.81,-0.49,0.00111354,2.78384,0.387574,-0.299708,0.02,1,0
0.83,-0.49,0.00118039,2.95098,0.39913,-0.287133,0.02,1,0
-0.5,-1.1,0,0,1.04628,-0.255122,0.04,0,0
-0.46,-1.1,0,0,1.05794,-0.258064,0.04,0,0
-0.42,-1.1,0,0,1.07002,-0.260197,0.04,0,0
-0.38,-1.1,0,0,1.08244,-0.26146,0.04,0,0
-0.5,-1.06,0,0,1.04269,-0.266923,0.04,0,0
-0.46,-1.06,0,0,1.05516,-0.270368,0.04,0,0
-0.42,-1.06,0,0,1.06814,-0.272916,0.04,0,0
-0.38,-1.06,0,0,1.0815,-0.27449,0.04,0,0
-0.5,-1.02,0,0,1.03852,-0.279535,0.04,0,0
-0.46,-1.02,0,0,1.05189,-0.283572,0.04,0,0
-0.42,-1.02,0,0,1.06585,-0.286612,0.04,0,0
-0.38,-1.02,0,0,1.08029,-0.288558,0.04,0,0
-0.5,-0.98,0,0,1.03365,-0.293035,0.04,0,0
-0.46,-0.98,0,0,1.04802,-0.297775,0.04,0,0
-0.42,-0.98,0,0,1.06309,-0.301404,0.04,0,0
-0.38,-0.98,4.86528e-08,3.0408e-05,1.07874,-0.303801,0.04,1,0
1.33,-0.79,0.0011292,2.82299,1.26208,0.176047,0.02,1,0
1.35,-0.79,0.00110026,2.75064,1.26462,0.188547,0.02,1,0
1.37,-0.79,0.00107008,2.67521,1.26686,0.20093,0.02,1,0
1.39,-0.79,0.0010387,2.59674,1.26879,0.213171,0.02,1,0
1.33,-0.77,0.00124562,3.11405,1.21539,0.172727,0.02,1,0
1.35,-0.77,0.00121956,3.04891,1.21921,0.185492,0.02,1,0
1.37,-0.77,0.00119205,2.98013,1.22278,0.198159,0.02,1,0
1.39,-0.77,0.00116306,2.90765,1.22607,0.210706,0.02,1,0
1.33,-0.75,0.00132767,3.31918,1.16397,0.168235,0.02,1,0
1.35,-0.75,0.00130694,3.26734,1.16888,0.181216,0.02,1,0
1.37,-0.75,0.00128455,3.21137,1.1736,0.194117,0.02,1,0
1.39,-0.75,0.00126042,3.15104,1.1781,0.206918,0.02,1,0
1.33,-0.73,0.00137094,3.42736,1.1096,0.16282,0.02,1,0
1.35,-0.73,0.00135751,3.39377,1.1153,0.175958,0.02,1,0
1.37,-0.73,0.00134227,3.35567,1.12088,0.189029,0.02,1,0
1.39,-0.73,0.00132509,3.31273,1.12631,0.202017,0.02,1,0
1.25,0.25,-0.00157186,-3.92966,-0.335542,-0.0316378,0.02,1,0
1.27,0.25,-0.00156096,-3.9024,-0.330715,-0.0418463,0.02,1,0
1.29,0.25,-0.00154965,-3.87414,-0.325271,-0.0514647,0.02,1,0
1.31,0.25,-0.00153814,-3.84536,-0.319255,-0.0605029,0.02,1,0
1.25,0.27,-0.00160339,-4.00849,-0.266992,-0.0361601,0.02,1,0
1.27,0.27,-0.00158986,-3.97465,-0.262162,-0.046991,0.02,1,0
1.29,0.27,-0.00157577,-3.93943,-0.256744,-0.0571905,0.02,1,0
1.31,0.27,-0.00156137,-3.90341,-0.25078,-0.0667662,0.02,1,0
1.25,0.29,-0.0016334,-4.0835,-0.197529,-0.0406573,0.02,1,0
1.27,0.29,-0.00161742,-4.04356,-0.192785,-0.0520772,0.02,1,0
1.29,0.29,-0.0016007,-4.00174,-0.187487,-0.0628281,0.02,1,0
1.31,0.29,-0.00158349,-3.95872,-0.181675,-0.0729151,0.02,1,0
1.25,0.31,-0.00166097,-4.15243,-0.127213,-0.0450477,0.02,1,0
1.27,0.31,-0.00164281,-4.10702,-0.122637,-0.0570159,0.02,1,0
1.29,0.31,-0.00162366,-4.05916,-0.11755,-0.0682822,0.02,1,0
1.31,0.31,-0.00160386,-4.00964,-0.111984,-0.0788489,0.02,1,0
-0.34,-1.1,0,0,1.09509,-0.261805,0.04,0,0
-0.3,-1.1,0,0,1.10786,-0.261202,0.04,0,0
-0.26,-1.1,0,0,1.12063,-0.25964,0.04,0,0
-0.22,-1.1,0,0,1.13329,-0.257129,0.04,0,0
-0.34,-1.06,0,0,1.09515,-0.27503,0.04,0,0
-0.3,-1.06,0,0,1.10894,-0.274496,0.04,0,0
-0.26,-1.06,0,0,1.12273,-0.272871,0.04,0,0
-0.22,-1.06,1.01856e-07,6.36598e-05,1.13639,-0.270166,0.04,1,0
-0.34,-1.02,0,0,1.09506,-0.289333,0.04,0,0
-0.3,-1.02,8.31233e-08,5.19521e-05,1.11002,-0.288884,0.04,1,0
-0.26,-1.02,2.3873e-07,0.000149206,1.12498,-0.287185,0.04,1,0
-0.22,-1.02,5.18752e-07,0.00032422,1.13977,-0.284246,0.04,1,0
-0.34,-0.98,1.80804e-07,0.000113002,1.09479,-0.304865,0.04,1,0
